shop_name,phone_number,category,subcategory,sub_subcategory,city,location
Sleep White,70-217415,Vehicles & Transport , Car Maintenance , Upholstery - Bodywork & Paint,North Governorate,City of Tripoli
Wafaa Car Upholstery,03-098752,Vehicles & Transport , Car Maintenance , Upholstery - Bodywork & Paint,Beirut & Mount Lebanon,Tareek El Jadideh
Ibrahim Fakhro,03-827270,Vehicles & Transport , Car Maintenance , Upholstery - Bodywork & Paint,Beirut & Mount Lebanon,Basta
Abedo Rent A Car,70-000025,Vehicles & Transport , Car Rental,,Beirut & Mount Lebanon,Wata Al Msaytbeh
Advanced Car Rental - Chiyah,03-500855,Vehicles & Transport , Car Rental,,Beirut & Mount Lebanon,Al Chiyah
Advanced Car Rental - Downtown,03-500855,Vehicles & Transport , Car Rental,,Beirut & Mount Lebanon,Downtown
Advanced Car Rental - Khaldah,03-500855,Vehicles & Transport , Car Rental,,Beirut & Mount Lebanon,Aley District
Al Assi Office,03-831292,Vehicles & Transport , Car Rental,,North Governorate,City of Tripoli
Al Lewaa,70-469898,Vehicles & Transport , Car Rental,,Beirut & Mount Lebanon,Aley District
Al Sabil Car Rental,03-355620,Vehicles & Transport , Car Rental,,Beirut & Mount Lebanon,Southern Suburbs
Bilal Al Ateeq Exhibition,03-135124,Vehicles & Transport , Car Rental,,South Governorate,Sidon District
BOSS Rent A Car,03-732062,Vehicles & Transport , Car Rental,,Beirut & Mount Lebanon,Metn District
Bravo Rent A Car,71-521141,Vehicles & Transport , Car Rental,,Beirut & Mount Lebanon,Jnah
C Wedding Cars,70-582222,Vehicles & Transport , Car Rental,,Beirut & Mount Lebanon,Metn District
Chirin Rent A Car,03-592102,Vehicles & Transport , Car Rental,,Beirut & Mount Lebanon,Borj Abi Haydar
City Car - Airport,03-629900,Vehicles & Transport , Car Rental,,Beirut & Mount Lebanon,Baabda District
City Car - Ras Beirut,03-316111,Vehicles & Transport , Car Rental,,Beirut & Mount Lebanon,Manara
Gitani Rent A Car,70-754754,Vehicles & Transport , Car Rental,,North Governorate,Zgharta District
golden crown,70-776060,Vehicles & Transport , Car Rental,,Beirut & Mount Lebanon,Msaytbeh
GREEN Motion Lebanon,81-314862,Vehicles & Transport , Car Rental,,Beirut & Mount Lebanon,Jnah
Gulf Star,70-777916,Vehicles & Transport , Car Rental,,Beirut & Mount Lebanon,Corniche Al Mazraa
Hasan Saab Rent A Car,03-560202,Vehicles & Transport , Car Rental,,Beirut & Mount Lebanon,Aley District
Hoz Rent A Car,70-118618,Vehicles & Transport , Car Rental,,North Governorate,City of Tripoli
Hyundai,03-239577,Vehicles & Transport , Car Rental,,Governorate of Akkar,Arka
Hyundai,03-239577,Vehicles & Transport , Car Rental,,North Governorate,Koura District
Hyundai,71-411181,Vehicles & Transport , Car Rental,,North Governorate,Koura District
Hyundai,03-239577,Vehicles & Transport , Car Rental,,North Governorate,City of Tripoli
Jet Rent A Car,01-817772,Vehicles & Transport , Car Rental,,Beirut & Mount Lebanon,Wata Al Msaytbeh
Lamar Car Rental,03-142328,Vehicles & Transport , Car Rental,,South Governorate,Sidon District
Lea Zarafashek Rent A Car,71-150551,Vehicles & Transport , Car Rental,,Beirut & Mount Lebanon,Raoucheh
Lebanon Elite,03-200992,Vehicles & Transport , Car Rental,,Beirut & Mount Lebanon,Aley District
Leo Car,03-977115,Vehicles & Transport , Car Rental,,Beirut & Mount Lebanon,Jnah
LIMA RENT A CAR,70-650000,Vehicles & Transport , Car Rental,,Beirut & Mount Lebanon,Raoucheh
Modern Car Exhibition,70-105777,Vehicles & Transport , Agencies & Car Showrooms,,South Governorate,Sidon District
Mostafa Rent A Car,03-877458,Vehicles & Transport , Car Rental,,Beirut & Mount Lebanon,Southern Suburbs
Once Rent A Car,70-327979,Vehicles & Transport , Car Rental,,North Governorate,City of Tripoli
Pavilion Rent A Car,70-882225,Vehicles & Transport , Car Rental,,Beirut & Mount Lebanon,Aley District
RAM-EX,03-675500,Vehicles & Transport , Car Rental,,Beirut & Mount Lebanon,Raoucheh
Smart Deal Rent a car,01-315217,Vehicles & Transport , Car Rental,,Beirut & Mount Lebanon,Wata Al Msaytbeh
Special Wedding Cars And Events,71-655565,Vehicles & Transport , Car Rental,,Beirut & Mount Lebanon,Metn District
Walid Rent A Car,03-795698,Vehicles & Transport , Car Rental,,Beirut & Mount Lebanon,Borj Abi Haydar
Yasso Communication,03-778161,Services , Installation & Maintenance , Mobile Maintenance,Beirut & Mount Lebanon,Tareek El Jadideh
Corvette Rent A Car,03-544579,Vehicles & Transport , Car Rental,,Beirut & Mount Lebanon,Wata Al Msaytbeh
Lattouf Rent a Car,70-078078,Vehicles & Transport , Car Rental,,Beirut & Mount Lebanon,Tareek El Jadideh
Tarek Cars,70-748888,Vehicles & Transport , Car Rental,,Beirut & Mount Lebanon,Sodeco
Abul Khudoud For  Driving Lessons,03-938816,Vehicles & Transport , Driving Schools,,Beirut & Mount Lebanon,Ras Al Naba'a
Al Hallak Office,70-792508,Vehicles & Transport , Driving Schools,,Beirut & Mount Lebanon,Msaytbeh
Auto Ecole Hadi Daou,76-941104,Services ," Translation, proofreading and completion of transactions",,Beirut & Mount Lebanon,Metn District
Auto Ecole Miramo,03-540785,Vehicles & Transport , Driving Schools,,Beirut & Mount Lebanon,Achrafieh
Mohammad Koush,70-089819,Vehicles & Transport , Driving Schools,,Beirut & Mount Lebanon,Dar Al Fatwah
Akkad,70-086889,Vehicles & Transport , Motorcycles & Bikes,,North Governorate,City of Tripoli
Al Badawi Motorcycle,03-003697,Vehicles & Transport , Motorcycles & Bikes,,North Governorate,City of Tripoli
Al Halabi E.Bike Shop,76-905031,Vehicles & Transport , Motorcycles & Bikes,,North Governorate,City of Tripoli
Al Halabi For Motorcycles,03-554949,Vehicles & Transport , Motorcycles & Bikes,,North Governorate,City of Tripoli
Al Nour For Motorcycles Trading,79-144103,Vehicles & Transport , Motorcycles & Bikes,,North Governorate,City of Tripoli
AM Electric Bike,76-997792,Vehicles & Transport , Motorcycles & Bikes,,Beirut & Mount Lebanon,Baabda District
Ecorider,03-148999,Vehicles & Transport , Motorcycles & Bikes,,Beirut & Mount Lebanon,Dekwaneh
Expert Probike,03-931395,Vehicles & Transport , Motorcycles & Bikes,,Beirut & Mount Lebanon,Msaytbeh
ExpoWissamCheaib,70-016101,Vehicles & Transport , Motorcycles & Bikes,,Beirut & Mount Lebanon,Tareek El Jadideh
Fawaz Al Samman Shops,76-402009,Vehicles & Transport , Motorcycles & Bikes,,North Governorate,City of Tripoli
Haojue Motorcycles,70-480865,Vehicles & Transport , Tires & Car Spare Parts,,Beirut & Mount Lebanon,Aley District
Hussam Harir Motors,03-971818,Vehicles & Transport , Motorcycles & Bikes,,Beirut & Mount Lebanon,Tareek El Jadideh
Hussein For Trading,03-339771,Vehicles & Transport , Motorcycles & Bikes,,North Governorate,City of Tripoli
Mallouk Company LTD,76-945533,Vehicles & Transport , Motorcycles & Bikes,,North Governorate,City of Tripoli
Malouk Brothers,03-547550,Vehicles & Transport , Motorcycles & Bikes,,North Governorate,City of Tripoli
Mohammad Ahmad Al Kayed,70-443763,Vehicles & Transport , Motorcycles & Bikes,,North Governorate,City of Tripoli
Moto Pro,71-555355,Vehicles & Transport , Motorcycles & Bikes,,Beirut & Mount Lebanon,Corniche Al Mazraa
Mustafa Awad,76-421945,Vehicles & Transport , Motorcycles & Bikes,,North Governorate,City of Tripoli
Nasser Al Asmar Shops,79-158929,Vehicles & Transport , Motorcycles & Bikes,,North Governorate,City of Tripoli
Othman Al Deiry Shops,70-250303,Vehicles & Transport , Motorcycles & Bikes,,North Governorate,City of Tripoli
Pro Trainer,03-923195,Vehicles & Transport , Motorcycles & Bikes,,Beirut & Mount Lebanon,Metn District
Rabih Hsein,03-068144,Vehicles & Transport , Motorcycles & Bikes,,North Governorate,City of Tripoli
Saab Cycle Center,70-030406,Vehicles & Transport , Motorcycles & Bikes,,Beirut & Mount Lebanon,Mullah
Salim s Garage,03-026251,Vehicles & Transport , Motorcycles & Bikes,,Beirut & Mount Lebanon,Tareek El Jadideh
Samir Adraj Institution,76-184238,Vehicles & Transport , Motorcycles & Bikes,,South Governorate,Sidon District
Sam's Bikes,71-138124,Vehicles & Transport , Motorcycles & Bikes,,Beirut & Mount Lebanon,Sin El Fil
Saridar Motors,03-600552,Vehicles & Transport , Motorcycles & Bikes,,Beirut & Mount Lebanon,Corniche Al Mazraa
Shoeub Moto,70-863678,Vehicles & Transport , Motorcycles & Bikes,,Beirut & Mount Lebanon,Tareek El Jadideh
Silent Ride,03-823685,Vehicles & Transport , Motorcycles & Bikes,,Beirut & Mount Lebanon,Aley District
Sona,03-472634,Vehicles & Transport , Motorcycles & Bikes,,North Governorate,City of Tripoli
Suzuki,03-698863,Vehicles & Transport , Motorcycles & Bikes,,Beirut & Mount Lebanon,Mullah
Waseem Rakha Garage,03-832343,Vehicles & Transport , Motorcycles & Bikes,,Beirut & Mount Lebanon,El Mazraa
Yehya Marwan Akkad & Sons Company,03-163331,Vehicles & Transport , Motorcycles & Bikes,,North Governorate,City of Tripoli
Akkad,01-311114,Vehicles & Transport , Motorcycles & Bikes,,Beirut & Mount Lebanon,Corniche Al Mazraa
Akkad Sym,03-900966,Vehicles & Transport , Motorcycles & Bikes,,North Governorate,City of Tripoli
Damaa Institution,06-624173,Services , Maintenance Companies,,North Governorate,City of Tripoli
Hakim Motorcycles,03-684078,Vehicles & Transport , Motorcycles & Bikes,,Beirut & Mount Lebanon,Southern Suburbs
Karaj Abed Beydoun,03-178932,Vehicles & Transport , Motorcycles & Bikes,,Beirut & Mount Lebanon,Aley District
Walid Stores For Repairing Motorcycles,70-831634,Vehicles & Transport , Car Maintenance , Cars Mechanics & Electrical Technicians,Beirut & Mount Lebanon,Chouf District
Abd Rahman Station,81-705232,Vehicles & Transport , Service Stations,,Beirut & Mount Lebanon,Chouf District
Abou Aayash,1,Vehicles & Transport , Service Stations,,Beirut & Mount Lebanon,Chouf District
Abou Arab Station,03-823488,Vehicles & Transport , Service Stations,,Beirut & Mount Lebanon,Chouf District
Abou Samir,78-811660,Vehicles & Transport , Service Stations,,North Governorate,City of Tripoli
Abu Bahij Laundry,03-163251,Vehicles & Transport , Service Stations,,North Governorate,City of Tripoli
Al Amine Fuel Station,03-843600,Vehicles & Transport , Service Stations,,Beirut & Mount Lebanon,Aley District
Al Arez Station,03-005987,Services , Fuel & Sell & Change Oil,,Governorate of Akkar,Arka
Al Dandashli Station,71-576156,Vehicles & Transport , Service Stations,,South Governorate,Sidon District
Al Horiya Laundry For Cars,76-558902,Vehicles & Transport , Service Stations,,North Governorate,City of Tripoli
Al Karameh Station,03-713350,Vehicles & Transport , Service Stations,,Beirut & Mount Lebanon,Aley District
Al Najour Station,03-208710,Services , Fuel & Sell & Change Oil,,South Governorate,Sidon District
Al Rih Station,03-455442,Vehicles & Transport , Service Stations,,North Governorate,City of Tripoli
Al Saifi Gas Station,1,Vehicles & Transport , Service Stations,,Beirut & Mount Lebanon,Aley District
Al Sayad Gas Station,1,Vehicles & Transport , Service Stations,,Beirut & Mount Lebanon,Aley District
Al Wafaa Hamdan,05-410811,Vehicles & Transport , Service Stations,,Beirut & Mount Lebanon,Aley District
Al Zahra Car Wash,76-849818,Vehicles & Transport , Service Stations,,North Governorate,City of Tripoli
Barbar Petrol Station,70-153753,Vehicles & Transport , Service Stations,,Governorate of Akkar,Arka
Car Pro,71-666705,Vehicles & Transport , Car Maintenance , Upholstery - Bodywork & Paint,Beirut & Mount Lebanon,Keserwan District
Car Wash 007,71-262922,Vehicles & Transport , Service Stations,,Beirut & Mount Lebanon,Wata Al Msaytbeh
Car Wash 961,70-061614,Vehicles & Transport , Service Stations,,North Governorate,City of Tripoli
Check And Wash,07-727959,Services , Fuel & Sell & Change Oil,,South Governorate,Sidon District
Coral Station,01-706675,Vehicles & Transport , Service Stations,,Beirut & Mount Lebanon,Tareek El Jadideh
Coral Station,03-123000,Vehicles & Transport , Service Stations,,Beirut & Mount Lebanon,Badaro
Coral Station,01-,Services , Fuel & Sell & Change Oil,,Beirut & Mount Lebanon,Mullah
Crystal Wash,03-515655,Vehicles & Transport , Service Stations,,Beirut & Mount Lebanon,Aley District
Daou Gas Station,1,Vehicles & Transport , Service Stations,,Beirut & Mount Lebanon,Aley District
Dinnawi Station,01-,Services , Fuel & Sell & Change Oil,,Beirut & Mount Lebanon,Mullah
Dr Wash,03-233037,Vehicles & Transport , Service Stations,,Beirut & Mount Lebanon,Aley District
El Haj Farid Station,79-164251,Vehicles & Transport , Service Stations,,North Governorate,City of Tripoli
El Sayde Gas Station,1,Vehicles & Transport , Service Stations,,Beirut & Mount Lebanon,Aley District
Fawaz Chaabo For Washing,71-883566,Vehicles & Transport , Service Stations,,North Governorate,City of Tripoli
Ghannam Gas Station,1,Vehicles & Transport , Service Stations,,Beirut & Mount Lebanon,Chouf District
Hypco,01-,Services , Fuel & Sell & Change Oil,,Beirut & Mount Lebanon,Aley District
Hypco,01-,Services , Fuel & Sell & Change Oil,,Beirut & Mount Lebanon,Mullah
Hypco Denawi Station,01-804711,Vehicles & Transport , Service Stations,,Beirut & Mount Lebanon,Msaytbeh
Hypco Station,3207719,Vehicles & Transport , Service Stations,,Beirut & Mount Lebanon,Al Chiyah
Hypco Station,03-207719,Vehicles & Transport , Service Stations,,Beirut & Mount Lebanon,El Sanayeh
Hypco Station,01-810403,Vehicles & Transport , Service Stations,,Beirut & Mount Lebanon,Ain El Tineh
Hypco Station,01-759420,Vehicles & Transport , Service Stations,,Beirut & Mount Lebanon,Haret Hreik
Hypco Station,01-858222,Vehicles & Transport , Service Stations,,Beirut & Mount Lebanon,Jnah
Hypco Station borj brajneh,01-451212,Vehicles & Transport , Service Stations,,Beirut & Mount Lebanon,Southern Suburbs
Hypco Station Hamra,03-207719,Vehicles & Transport , Service Stations,,Beirut & Mount Lebanon,El Hamra
Hypco Station Nouairy,76-963075,Vehicles & Transport , Service Stations,,Beirut & Mount Lebanon,Borj Abi Haydar
Institution Traboulsi,03-388456,Vehicles & Transport , Service Stations,,North Governorate,City of Tripoli
Istanbuli Car Washing,81-295679,Vehicles & Transport , Service Stations,,North Governorate,City of Tripoli
Jaafar Gas Station,1,Vehicles & Transport , Service Stations,,Beirut & Mount Lebanon,Aley District
Kanaan Station,1,Vehicles & Transport , Service Stations,,Beirut & Mount Lebanon,Aley District
Lababidi Gas Station,71-104107,Vehicles & Transport , Service Stations,,Beirut & Mount Lebanon,Aley District
LaLabko,1,Vehicles & Transport , Service Stations,,Beirut & Mount Lebanon,Aley District
LaLabko Gas Station,05-262474,Vehicles & Transport , Service Stations,,Beirut & Mount Lebanon,Aley District
Leo Gas Station,1,Vehicles & Transport , Service Stations,,Beirut & Mount Lebanon,Chouf District
Maghsal Abou Ali,71-752480,Vehicles & Transport , Service Stations,,North Governorate,City of Tripoli
Maghsal Al Amin,03-836157,Vehicles & Transport , Service Stations,,North Governorate,City of Tripoli
Maghsal Al Morsaly,03-207324,Vehicles & Transport , Service Stations,,North Governorate,City of Tripoli
Maghsal Mohammad Rammal,70-277125,Vehicles & Transport , Service Stations,,North Governorate,City of Tripoli
Maghsal Moussa,76-105929,Vehicles & Transport , Service Stations,,North Governorate,City of Tripoli
MEDCO,01-991414,Vehicles & Transport , Service Stations,,Beirut & Mount Lebanon,Gemmayzeh
Medco -  Fouwar,1295,Vehicles & Transport , Service Stations,,Beirut & Mount Lebanon,Metn District
Medco -  Furn El Chubbak,1295,Vehicles & Transport , Service Stations,,Beirut & Mount Lebanon,Forn El Chebbak
Medco - Abey,1295,Vehicles & Transport , Service Stations,,Beirut & Mount Lebanon,Aley District
Medco - Achrafieh,01-216064,Vehicles & Transport , Service Stations,,Beirut & Mount Lebanon,Achrafieh
Medco - Aley,1295,Vehicles & Transport , Service Stations,,Beirut & Mount Lebanon,Aley District
Medco - AlZarif,1295,Vehicles & Transport , Service Stations,,Beirut & Mount Lebanon,Al Zarif
Medco - BCD,01-991414,Vehicles & Transport , Service Stations,,Beirut & Mount Lebanon,Downtown
Medco - Borj El Barajneh,1295,Vehicles & Transport , Service Stations,,Beirut & Mount Lebanon,Southern Suburbs
Medco - Damour,1295,Vehicles & Transport , Service Stations,,Beirut & Mount Lebanon,Chouf District
Medco - Dbaye,1295,Vehicles & Transport , Service Stations,,Beirut & Mount Lebanon,Metn District
